action_id	action_number	action_params	session_id	subsession_id	action_type	creation_time	parent_display_id	child_display_id	session_id.1	user_id	project_id	curr_display_id	size	solution
2079		"{""field"":""tcp_stream"",""aggregations"":[{""field"":""tcp_srcport"",""type"":""min""}],""groupPriority"":2}"	366		group	2016-10-19 11:49:27	2464	2490	366	144	2			"{""solution"":""Found 2 IP addreses.nFound a few protocols, including SMB, which means there is a file transfer.nThe attacker (98.114...) attacks using an smb weakness and sends a big file, probably software to attack the other side."",""project_id"":2,""session_id"":366,""feedback"":"""",""user_id"":144}"
2103		"{""field"":""highest_layer"",""aggregations"":[{""field"":""ip_src"",""type"":""min""},{""field"":""ip_dst"",""type"":""max""}],""groupPriority"":1}"	364		group	2016-10-19 11:51:18	2463	2514	364	139	2			"{""solution"":""u05e9u05eau05d9 u05deu05d7u05e9u05d1u05d9u05dd nu05d0u05d7u05d3 u05e1u05d5u05e8u05e7 u05d0u05ea u05e4u05d5u05e8u05d8 445 u05d0u05e6u05dc u05d4u05e9u05e0u05d9 u05d5u05deu05d2u05dcu05d4 u05e9u05d4u05d5u05d0 u05e4u05eau05d5u05d7 u05d5u05d0u05d6 u05deu05eau05e7u05d9u05df u05d0u05e6u05dcu05d5 u05eau05d5u05dbu05e0u05d4"",""project_id"":2,""session_id"":364,""feedback"":"""",""user_id"":139}"
2113		"{""field"":""highest_layer"",""term"":""TCP"",""condition"":16}"	383		filter	2016-10-19 11:52:17	2333	2524	383	153	2			"{""solution"":""u05dbu05eau05d5u05d1u05ea u05d4MAC u05d4u05d9u05d0 00:08:e2:3b:56:01 u05d5u05d4IP u05d4u05d9u05d0 98.114.205.102nnu05d4u05e4u05e8u05d5u05d8u05d5u05e7u05d5u05dcu05d9u05dd u05d4u05dd DATA,DCERPC,DSSETUP,SMB,SOCKS,TCPnn98.114.205.102 u05d5-192.150.11.111 u05deu05d3u05d1u05e8u05d9u05dd u05d1u05d9u05e0u05d4u05ddnnu05d4u05eau05d5u05e7u05e3 u05d4u05d5u05d0 192.150.11.111nu05d4u05e0u05eau05e7u05e3 u05d4u05d5u05d0 98.114.205.102"",""project_id"":2,""session_id"":383,""feedback"":"""",""user_id"":153}"
2130		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":0}"	364		group	2016-10-19 11:53:33	2233	2541	364	139	2			"{""solution"":""u05e9u05eau05d9 u05deu05d7u05e9u05d1u05d9u05dd nu05d0u05d7u05d3 u05e1u05d5u05e8u05e7 u05d0u05ea u05e4u05d5u05e8u05d8 445 u05d0u05e6u05dc u05d4u05e9u05e0u05d9 u05d5u05deu05d2u05dcu05d4 u05e9u05d4u05d5u05d0 u05e4u05eau05d5u05d7 u05d5u05d0u05d6 u05deu05eau05e7u05d9u05df u05d0u05e6u05dcu05d5 u05eau05d5u05dbu05e0u05d4"",""project_id"":2,""session_id"":364,""feedback"":"""",""user_id"":139}"
2132		"{""field"":""tcp_stream"",""aggregations"":[],""groupPriority"":2}"	387		group	2016-10-19 11:53:39	2488	2543	387	152	2			"{""solution"":""192.168.11.111 attacked 98.114.205.102 with BufferOverflow on SMB protocolnHe manage to run an opCode on 98.114.205.102 which opened port 1924nthen he manage to send malicious client to 98.114.205.102 ."",""project_id"":2,""session_id"":387,""feedback"":"""",""user_id"":152}"
2143		"{""field"":""eth_src"",""aggregations"":[],""groupPriority"":1}"	364		group	2016-10-19 11:54:47	2541	2554	364	139	2			"{""solution"":""u05e9u05eau05d9 u05deu05d7u05e9u05d1u05d9u05dd nu05d0u05d7u05d3 u05e1u05d5u05e8u05e7 u05d0u05ea u05e4u05d5u05e8u05d8 445 u05d0u05e6u05dc u05d4u05e9u05e0u05d9 u05d5u05deu05d2u05dcu05d4 u05e9u05d4u05d5u05d0 u05e4u05eau05d5u05d7 u05d5u05d0u05d6 u05deu05eau05e7u05d9u05df u05d0u05e6u05dcu05d5 u05eau05d5u05dbu05e0u05d4"",""project_id"":2,""session_id"":364,""feedback"":"""",""user_id"":139}"
2155		"{""field"":""tcp_stream"",""direction"":""asc""}"	383		sort	2016-10-19 11:58:43	2333	2566	383	153	2			"{""solution"":""u05dbu05eau05d5u05d1u05ea u05d4MAC u05d4u05d9u05d0 00:08:e2:3b:56:01 u05d5u05d4IP u05d4u05d9u05d0 98.114.205.102nnu05d4u05e4u05e8u05d5u05d8u05d5u05e7u05d5u05dcu05d9u05dd u05d4u05dd DATA,DCERPC,DSSETUP,SMB,SOCKS,TCPnn98.114.205.102 u05d5-192.150.11.111 u05deu05d3u05d1u05e8u05d9u05dd u05d1u05d9u05e0u05d4u05ddnnu05d4u05eau05d5u05e7u05e3 u05d4u05d5u05d0 192.150.11.111nu05d4u05e0u05eau05e7u05e3 u05d4u05d5u05d0 98.114.205.102"",""project_id"":2,""session_id"":383,""feedback"":"""",""user_id"":153}"
2156		"{""field"":""length"",""direction"":""asc""}"	364		sort	2016-10-19 11:59:00	2233	2567	364	139	2			"{""solution"":""u05e9u05eau05d9 u05deu05d7u05e9u05d1u05d9u05dd nu05d0u05d7u05d3 u05e1u05d5u05e8u05e7 u05d0u05ea u05e4u05d5u05e8u05d8 445 u05d0u05e6u05dc u05d4u05e9u05e0u05d9 u05d5u05deu05d2u05dcu05d4 u05e9u05d4u05d5u05d0 u05e4u05eau05d5u05d7 u05d5u05d0u05d6 u05deu05eau05e7u05d9u05df u05d0u05e6u05dcu05d5 u05eau05d5u05dbu05e0u05d4"",""project_id"":2,""session_id"":364,""feedback"":"""",""user_id"":139}"
2158		"{""field"":""tcp_stream"",""aggregations"":[],""groupPriority"":0}"	383		group	2016-10-19 11:59:03	2566	2569	383	153	2			"{""solution"":""u05dbu05eau05d5u05d1u05ea u05d4MAC u05d4u05d9u05d0 00:08:e2:3b:56:01 u05d5u05d4IP u05d4u05d9u05d0 98.114.205.102nnu05d4u05e4u05e8u05d5u05d8u05d5u05e7u05d5u05dcu05d9u05dd u05d4u05dd DATA,DCERPC,DSSETUP,SMB,SOCKS,TCPnn98.114.205.102 u05d5-192.150.11.111 u05deu05d3u05d1u05e8u05d9u05dd u05d1u05d9u05e0u05d4u05ddnnu05d4u05eau05d5u05e7u05e3 u05d4u05d5u05d0 192.150.11.111nu05d4u05e0u05eau05e7u05e3 u05d4u05d5u05d0 98.114.205.102"",""project_id"":2,""session_id"":383,""feedback"":"""",""user_id"":153}"
2164		"{""field"":""eth_src"",""aggregations"":[],""groupPriority"":0}"	390		group	2016-10-19 11:59:24	2574	2576	390	145	2			"{""solution"":""u05d4u05deu05d7u05e9u05d1 98.114.205.102 u05deu05eau05e7u05d9u05e3 u05d0u05ea u05d4u05deu05d7u05e9u05d1 192.150.11.111. u05d4u05d5u05d0 u05deu05e9u05eau05deu05e9 u05d1u05d7u05d5u05dcu05e9u05d5u05ea u05e9u05d1u05e4u05e8u05d5u05d8u05d5u05e7u05d5u05dc SMB u05d1u05e9u05d1u05d9u05dc u05dcu05d4u05eau05d7u05d1u05e8 u05dcu05e9u05e8u05ea.nu05d4u05eau05e7u05d9u05e4u05d4 u05d4u05e6u05dcu05d9u05d7u05d4 u05dbu05d9 u05e0u05e4u05eau05d7 u05e4u05d5u05e8u05d8 u05deu05d9u05d5u05d7u05d3 u05d1u05e9u05e8u05ea (1957). u05d4session u05d4u05d0u05d7u05e8u05d5u05df u05d4u05d5u05d0 u05d2u05d3u05d5u05dc u05d5u05dbu05e0u05e8u05d0u05d4 u05e9u05dd u05d4u05d5u05d0 u05deu05d5u05e8u05d9u05d3 u05eau05d5u05dbu05e0u05ea u05e1u05d5u05e1 u05d8u05e8u05d5u05d9u05d0u05e0u05d9."",""project_id"":2,""session_id"":390,""feedback"":"""",""user_id"":145}"
2166		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":1}"	390		group	2016-10-19 11:59:34	2574	2578	390	145	2			"{""solution"":""u05d4u05deu05d7u05e9u05d1 98.114.205.102 u05deu05eau05e7u05d9u05e3 u05d0u05ea u05d4u05deu05d7u05e9u05d1 192.150.11.111. u05d4u05d5u05d0 u05deu05e9u05eau05deu05e9 u05d1u05d7u05d5u05dcu05e9u05d5u05ea u05e9u05d1u05e4u05e8u05d5u05d8u05d5u05e7u05d5u05dc SMB u05d1u05e9u05d1u05d9u05dc u05dcu05d4u05eau05d7u05d1u05e8 u05dcu05e9u05e8u05ea.nu05d4u05eau05e7u05d9u05e4u05d4 u05d4u05e6u05dcu05d9u05d7u05d4 u05dbu05d9 u05e0u05e4u05eau05d7 u05e4u05d5u05e8u05d8 u05deu05d9u05d5u05d7u05d3 u05d1u05e9u05e8u05ea (1957). u05d4session u05d4u05d0u05d7u05e8u05d5u05df u05d4u05d5u05d0 u05d2u05d3u05d5u05dc u05d5u05dbu05e0u05e8u05d0u05d4 u05e9u05dd u05d4u05d5u05d0 u05deu05d5u05e8u05d9u05d3 u05eau05d5u05dbu05e0u05ea u05e1u05d5u05e1 u05d8u05e8u05d5u05d9u05d0u05e0u05d9."",""project_id"":2,""session_id"":390,""feedback"":"""",""user_id"":145}"
2169		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":0}"	390		group	2016-10-19 11:59:50	2578	2582	390	145	2			"{""solution"":""u05d4u05deu05d7u05e9u05d1 98.114.205.102 u05deu05eau05e7u05d9u05e3 u05d0u05ea u05d4u05deu05d7u05e9u05d1 192.150.11.111. u05d4u05d5u05d0 u05deu05e9u05eau05deu05e9 u05d1u05d7u05d5u05dcu05e9u05d5u05ea u05e9u05d1u05e4u05e8u05d5u05d8u05d5u05e7u05d5u05dc SMB u05d1u05e9u05d1u05d9u05dc u05dcu05d4u05eau05d7u05d1u05e8 u05dcu05e9u05e8u05ea.nu05d4u05eau05e7u05d9u05e4u05d4 u05d4u05e6u05dcu05d9u05d7u05d4 u05dbu05d9 u05e0u05e4u05eau05d7 u05e4u05d5u05e8u05d8 u05deu05d9u05d5u05d7u05d3 u05d1u05e9u05e8u05ea (1957). u05d4session u05d4u05d0u05d7u05e8u05d5u05df u05d4u05d5u05d0 u05d2u05d3u05d5u05dc u05d5u05dbu05e0u05e8u05d0u05d4 u05e9u05dd u05d4u05d5u05d0 u05deu05d5u05e8u05d9u05d3 u05eau05d5u05dbu05e0u05ea u05e1u05d5u05e1 u05d8u05e8u05d5u05d9u05d0u05e0u05d9."",""project_id"":2,""session_id"":390,""feedback"":"""",""user_id"":145}"
2170		"{""field"":""tcp_stream"",""aggregations"":[],""groupPriority"":0}"	390		group	2016-10-19 12:00:07	2578	2583	390	145	2			"{""solution"":""u05d4u05deu05d7u05e9u05d1 98.114.205.102 u05deu05eau05e7u05d9u05e3 u05d0u05ea u05d4u05deu05d7u05e9u05d1 192.150.11.111. u05d4u05d5u05d0 u05deu05e9u05eau05deu05e9 u05d1u05d7u05d5u05dcu05e9u05d5u05ea u05e9u05d1u05e4u05e8u05d5u05d8u05d5u05e7u05d5u05dc SMB u05d1u05e9u05d1u05d9u05dc u05dcu05d4u05eau05d7u05d1u05e8 u05dcu05e9u05e8u05ea.nu05d4u05eau05e7u05d9u05e4u05d4 u05d4u05e6u05dcu05d9u05d7u05d4 u05dbu05d9 u05e0u05e4u05eau05d7 u05e4u05d5u05e8u05d8 u05deu05d9u05d5u05d7u05d3 u05d1u05e9u05e8u05ea (1957). u05d4session u05d4u05d0u05d7u05e8u05d5u05df u05d4u05d5u05d0 u05d2u05d3u05d5u05dc u05d5u05dbu05e0u05e8u05d0u05d4 u05e9u05dd u05d4u05d5u05d0 u05deu05d5u05e8u05d9u05d3 u05eau05d5u05dbu05e0u05ea u05e1u05d5u05e1 u05d8u05e8u05d5u05d9u05d0u05e0u05d9."",""project_id"":2,""session_id"":390,""feedback"":"""",""user_id"":145}"
2171		"{""field"":""tcp_stream"",""aggregations"":[],""groupPriority"":0}"	364		group	2016-10-19 12:00:08	2233	2584	364	139	2			"{""solution"":""u05e9u05eau05d9 u05deu05d7u05e9u05d1u05d9u05dd nu05d0u05d7u05d3 u05e1u05d5u05e8u05e7 u05d0u05ea u05e4u05d5u05e8u05d8 445 u05d0u05e6u05dc u05d4u05e9u05e0u05d9 u05d5u05deu05d2u05dcu05d4 u05e9u05d4u05d5u05d0 u05e4u05eau05d5u05d7 u05d5u05d0u05d6 u05deu05eau05e7u05d9u05df u05d0u05e6u05dcu05d5 u05eau05d5u05dbu05e0u05d4"",""project_id"":2,""session_id"":364,""feedback"":"""",""user_id"":139}"
2172		"{""field"":""tcp_stream"",""direction"":""asc""}"	364		sort	2016-10-19 12:00:10	2233	2585	364	139	2			"{""solution"":""u05e9u05eau05d9 u05deu05d7u05e9u05d1u05d9u05dd nu05d0u05d7u05d3 u05e1u05d5u05e8u05e7 u05d0u05ea u05e4u05d5u05e8u05d8 445 u05d0u05e6u05dc u05d4u05e9u05e0u05d9 u05d5u05deu05d2u05dcu05d4 u05e9u05d4u05d5u05d0 u05e4u05eau05d5u05d7 u05d5u05d0u05d6 u05deu05eau05e7u05d9u05df u05d0u05e6u05dcu05d5 u05eau05d5u05dbu05e0u05d4"",""project_id"":2,""session_id"":364,""feedback"":"""",""user_id"":139}"
2173		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":1}"	364		group	2016-10-19 12:00:46	2585	2586	364	139	2			"{""solution"":""u05e9u05eau05d9 u05deu05d7u05e9u05d1u05d9u05dd nu05d0u05d7u05d3 u05e1u05d5u05e8u05e7 u05d0u05ea u05e4u05d5u05e8u05d8 445 u05d0u05e6u05dc u05d4u05e9u05e0u05d9 u05d5u05deu05d2u05dcu05d4 u05e9u05d4u05d5u05d0 u05e4u05eau05d5u05d7 u05d5u05d0u05d6 u05deu05eau05e7u05d9u05df u05d0u05e6u05dcu05d5 u05eau05d5u05dbu05e0u05d4"",""project_id"":2,""session_id"":364,""feedback"":"""",""user_id"":139}"
2180		"{""field"":""eth_src"",""aggregations"":[{""field"":""length"",""type"":""sum""}],""groupPriority"":0}"	366		group	2016-10-19 12:01:36	2462	2594	366	144	2			"{""solution"":""Found 2 IP addreses.nFound a few protocols, including SMB, which means there is a file transfer.nThe attacker (98.114...) attacks using an smb weakness and sends a big file, probably software to attack the other side."",""project_id"":2,""session_id"":366,""feedback"":"""",""user_id"":144}"
2181		"{""field"":""ip_src"",""aggregations"":[{""field"":""length"",""type"":""sum""}],""groupPriority"":1}"	366		group	2016-10-19 12:01:37	2462	2595	366	144	2			"{""solution"":""Found 2 IP addreses.nFound a few protocols, including SMB, which means there is a file transfer.nThe attacker (98.114...) attacks using an smb weakness and sends a big file, probably software to attack the other side."",""project_id"":2,""session_id"":366,""feedback"":"""",""user_id"":144}"
2182		"{""field"":""highest_layer"",""direction"":""asc""}"	364		sort	2016-10-19 12:02:00	2586	2596	364	139	2			"{""solution"":""u05e9u05eau05d9 u05deu05d7u05e9u05d1u05d9u05dd nu05d0u05d7u05d3 u05e1u05d5u05e8u05e7 u05d0u05ea u05e4u05d5u05e8u05d8 445 u05d0u05e6u05dc u05d4u05e9u05e0u05d9 u05d5u05deu05d2u05dcu05d4 u05e9u05d4u05d5u05d0 u05e4u05eau05d5u05d7 u05d5u05d0u05d6 u05deu05eau05e7u05d9u05df u05d0u05e6u05dcu05d5 u05eau05d5u05dbu05e0u05d4"",""project_id"":2,""session_id"":364,""feedback"":"""",""user_id"":139}"
2183		"{""field"":""highest_layer"",""aggregations"":[{""field"":""length"",""type"":""sum""}],""groupPriority"":0}"	366		group	2016-10-19 12:02:07	2237	2597	366	144	2			"{""solution"":""Found 2 IP addreses.nFound a few protocols, including SMB, which means there is a file transfer.nThe attacker (98.114...) attacks using an smb weakness and sends a big file, probably software to attack the other side."",""project_id"":2,""session_id"":366,""feedback"":"""",""user_id"":144}"
2184		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":2}"	364		group	2016-10-19 12:02:25	2586	2598	364	139	2			"{""solution"":""u05e9u05eau05d9 u05deu05d7u05e9u05d1u05d9u05dd nu05d0u05d7u05d3 u05e1u05d5u05e8u05e7 u05d0u05ea u05e4u05d5u05e8u05d8 445 u05d0u05e6u05dc u05d4u05e9u05e0u05d9 u05d5u05deu05d2u05dcu05d4 u05e9u05d4u05d5u05d0 u05e4u05eau05d5u05d7 u05d5u05d0u05d6 u05deu05eau05e7u05d9u05df u05d0u05e6u05dcu05d5 u05eau05d5u05dbu05e0u05d4"",""project_id"":2,""session_id"":364,""feedback"":"""",""user_id"":139}"
2186		"{""field"":""ip_src"",""aggregations"":[{""field"":""tcp_srcport"",""type"":""min""},{""field"":""tcp_dstport"",""type"":""max""},{""field"":""length"",""type"":""sum""}],""groupPriority"":0}"	366		group	2016-10-19 12:02:53	2237	2601	366	144	2			"{""solution"":""Found 2 IP addreses.nFound a few protocols, including SMB, which means there is a file transfer.nThe attacker (98.114...) attacks using an smb weakness and sends a big file, probably software to attack the other side."",""project_id"":2,""session_id"":366,""feedback"":"""",""user_id"":144}"
2187		"{""field"":""ip_dst"",""aggregations"":[{""field"":""tcp_srcport"",""type"":""min""},{""field"":""tcp_dstport"",""type"":""max""},{""field"":""length"",""type"":""sum""}],""groupPriority"":1}"	366		group	2016-10-19 12:02:56	2601	2602	366	144	2			"{""solution"":""Found 2 IP addreses.nFound a few protocols, including SMB, which means there is a file transfer.nThe attacker (98.114...) attacks using an smb weakness and sends a big file, probably software to attack the other side."",""project_id"":2,""session_id"":366,""feedback"":"""",""user_id"":144}"
2190		"{""field"":""tcp_stream"",""aggregations"":[{""field"":""tcp_srcport"",""type"":""min""},{""field"":""tcp_dstport"",""type"":""max""},{""field"":""length"",""type"":""sum""}],""groupPriority"":2}"	366		group	2016-10-19 12:03:21	2602	2606	366	144	2			"{""solution"":""Found 2 IP addreses.nFound a few protocols, including SMB, which means there is a file transfer.nThe attacker (98.114...) attacks using an smb weakness and sends a big file, probably software to attack the other side."",""project_id"":2,""session_id"":366,""feedback"":"""",""user_id"":144}"
2191		"{""field"":""eth_src"",""aggregations"":[],""groupPriority"":0}"	393		group	2016-10-19 12:03:30	2605	2607	393	146	2			"{""solution"":""192.150.11.111 has attacked 98.114.205.102 with Buffer Overflow.n(Session 0) It checked that the ip of the attacked computer and the port 445 is open by ping.n(Session 1) After it, he opened a new port on the attacked computer - 1924 with op Code.n(Session 4) And then it sends a client program (Trojan) to the attacked computer."",""project_id"":2,""session_id"":393,""feedback"":"""",""user_id"":146}"
2192		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":1}"	393		group	2016-10-19 12:03:31	2605	2608	393	146	2			"{""solution"":""192.150.11.111 has attacked 98.114.205.102 with Buffer Overflow.n(Session 0) It checked that the ip of the attacked computer and the port 445 is open by ping.n(Session 1) After it, he opened a new port on the attacked computer - 1924 with op Code.n(Session 4) And then it sends a client program (Trojan) to the attacked computer."",""project_id"":2,""session_id"":393,""feedback"":"""",""user_id"":146}"
2202		"{""field"":""eth_src"",""aggregations"":[],""groupPriority"":0}"	397		group	2016-10-19 12:06:12	2622	2624	397	138	2			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2203		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":0}"	399		group	2016-10-19 12:06:16	2621	2625	399	143	2			"{""solution"":""u05dbu05eau05d5u05d1u05ea u05d4u05d0u05d9u05d9u05e4u05d9 -98.114.205.102 u05eau05d5u05e7u05e4u05ea u05d0u05ea u05dbu05eau05d5u05d1u05ea u05d4u05d0u05d9u05d9u05e4u05d9 - 192.150.11.111nu05d1u05d4u05eau05d7u05dcu05d4 u05d4u05eau05d5u05e7u05e3 u05d1u05d5u05d3u05e7 u05d0u05dd u05d4u05e4u05d5u05e8u05d8 445 u05e4u05eau05d5u05d7 u05d0u05e6u05dc u05d4u05e9u05e8u05ea, u05dcu05d0u05d7u05e8 u05deu05dbu05df u05deu05e9u05eau05dcu05d8 u05e2u05dcu05d9u05d5 u05d5u05e4u05d5u05eau05d7 u05d0u05ea u05e4u05d5u05e8u05d8 1957, u05d3u05e8u05dbu05d5 u05deu05eau05e7u05d9u05df u05eau05d5u05dbu05e0u05d4 u05e9u05e4u05d5u05eau05d7u05ea u05d0u05ea 8884 u05e2u05dc u05d4u05e9u05e8u05ea"",""project_id"":2,""session_id"":399,""feedback"":"""",""user_id"":143}"
2208		"{""field"":""ip_dst"",""aggregations"":[],""groupPriority"":1}"	399		group	2016-10-19 12:06:33	2625	2632	399	143	2			"{""solution"":""u05dbu05eau05d5u05d1u05ea u05d4u05d0u05d9u05d9u05e4u05d9 -98.114.205.102 u05eau05d5u05e7u05e4u05ea u05d0u05ea u05dbu05eau05d5u05d1u05ea u05d4u05d0u05d9u05d9u05e4u05d9 - 192.150.11.111nu05d1u05d4u05eau05d7u05dcu05d4 u05d4u05eau05d5u05e7u05e3 u05d1u05d5u05d3u05e7 u05d0u05dd u05d4u05e4u05d5u05e8u05d8 445 u05e4u05eau05d5u05d7 u05d0u05e6u05dc u05d4u05e9u05e8u05ea, u05dcu05d0u05d7u05e8 u05deu05dbu05df u05deu05e9u05eau05dcu05d8 u05e2u05dcu05d9u05d5 u05d5u05e4u05d5u05eau05d7 u05d0u05ea u05e4u05d5u05e8u05d8 1957, u05d3u05e8u05dbu05d5 u05deu05eau05e7u05d9u05df u05eau05d5u05dbu05e0u05d4 u05e9u05e4u05d5u05eau05d7u05ea u05d0u05ea 8884 u05e2u05dc u05d4u05e9u05e8u05ea"",""project_id"":2,""session_id"":399,""feedback"":"""",""user_id"":143}"
2212		"{""field"":""tcp_dstport"",""aggregations"":[],""groupPriority"":0}"	397		group	2016-10-19 12:06:52	2622	2636	397	138	2			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2213		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":1}"	397		group	2016-10-19 12:06:52	2622	2637	397	138	2			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2214		"{""field"":""eth_dst"",""aggregations"":[],""groupPriority"":0}"	401		group	2016-10-19 12:06:58	2627	2638	401	151	2			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2215		"{""field"":""ip_src"",""aggregations"":[],""groupPriority"":1}"	401		group	2016-10-19 12:07:00	2627	2639	401	151	2			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2216		"{""field"":""ip_dst"",""direction"":""asc""}"	401		sort	2016-10-19 12:07:02	2638	2640	401	151	2			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2217		"{""field"":""highest_layer"",""direction"":""asc""}"	397		sort	2016-10-19 12:07:03	2637	2641	397	138	2			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2218		"{""field"":""ip_dst"",""aggregations"":[],""groupPriority"":2}"	401		group	2016-10-19 12:07:08	2640	2642	401	151	2			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2219		"{""field"":""highest_layer"",""aggregations"":[],""groupPriority"":1}"	399		group	2016-10-19 12:07:08	2625	2643	399	143	2			"{""solution"":""u05dbu05eau05d5u05d1u05ea u05d4u05d0u05d9u05d9u05e4u05d9 -98.114.205.102 u05eau05d5u05e7u05e4u05ea u05d0u05ea u05dbu05eau05d5u05d1u05ea u05d4u05d0u05d9u05d9u05e4u05d9 - 192.150.11.111nu05d1u05d4u05eau05d7u05dcu05d4 u05d4u05eau05d5u05e7u05e3 u05d1u05d5u05d3u05e7 u05d0u05dd u05d4u05e4u05d5u05e8u05d8 445 u05e4u05eau05d5u05d7 u05d0u05e6u05dc u05d4u05e9u05e8u05ea, u05dcu05d0u05d7u05e8 u05deu05dbu05df u05deu05e9u05eau05dcu05d8 u05e2u05dcu05d9u05d5 u05d5u05e4u05d5u05eau05d7 u05d0u05ea u05e4u05d5u05e8u05d8 1957, u05d3u05e8u05dbu05d5 u05deu05eau05e7u05d9u05df u05eau05d5u05dbu05e0u05d4 u05e9u05e4u05d5u05eau05d7u05ea u05d0u05ea 8884 u05e2u05dc u05d4u05e9u05e8u05ea"",""project_id"":2,""session_id"":399,""feedback"":"""",""user_id"":143}"
2223		"{""field"":""ip_src"",""term"":""98.114.205.102"",""condition"":16}"	397		filter	2016-10-19 12:07:33	2641	2647	397	138	2			"{""solution"":""Describe the network"",""project_id"":1,""session_id"":49,""feedback"":"""",""user_id"":7}"
2229		"{""field"":""ip_src"",""direction"":""asc""}"	399		sort	2016-10-19 12:07:55	2643	2654	399	143	2			"{""solution"":""u05dbu05eau05d5u05d1u05ea u05d4u05d0u05d9u05d9u05e4u05d9 -98.114.205.102 u05eau05d5u05e7u05e4u05ea u05d0u05ea u05dbu05eau05d5u05d1u05ea u05d4u05d0u05d9u05d9u05e4u05d9 - 192.150.11.111nu05d1u05d4u05eau05d7u05dcu05d4 u05d4u05eau05d5u05e7u05e3 u05d1u05d5u05d3u05e7 u05d0u05dd u05d4u05e4u05d5u05e8u05d8 445 u05e4u05eau05d5u05d7 u05d0u05e6u05dc u05d4u05e9u05e8u05ea, u05dcu05d0u05d7u05e8 u05deu05dbu05df u05deu05e9u05eau05dcu05d8 u05e2u05dcu05d9u05d5 u05d5u05e4u05d5u05eau05d7 u05d0u05ea u05e4u05d5u05e8u05d8 1957, u05d3u05e8u05dbu05d5 u05deu05eau05e7u05d9u05df u05eau05d5u05dbu05e0u05d4 u05e9u05e4u05d5u05eau05d7u05ea u05d0u05ea 8884 u05e2u05dc u05d4u05e9u05e8u05ea"",""project_id"":2,""session_id"":399,""feedback"":"""",""user_id"":143}"
2230		"{""field"":""tcp_stream"",""direction"":""asc""}"	399		sort	2016-10-19 12:08:15	2621	2655	399	143	2			"{""solution"":""u05dbu05eau05d5u05d1u05ea u05d4u05d0u05d9u05d9u05e4u05d9 -98.114.205.102 u05eau05d5u05e7u05e4u05ea u05d0u05ea u05dbu05eau05d5u05d1u05ea u05d4u05d0u05d9u05d9u05e4u05d9 - 192.150.11.111nu05d1u05d4u05eau05d7u05dcu05d4 u05d4u05eau05d5u05e7u05e3 u05d1u05d5u05d3u05e7 u05d0u05dd u05d4u05e4u05d5u05e8u05d8 445 u05e4u05eau05d5u05d7 u05d0u05e6u05dc u05d4u05e9u05e8u05ea, u05dcu05d0u05d7u05e8 u05deu05dbu05df u05deu05e9u05eau05dcu05d8 u05e2u05dcu05d9u05d5 u05d5u05e4u05d5u05eau05d7 u05d0u05ea u05e4u05d5u05e8u05d8 1957, u05d3u05e8u05dbu05d5 u05deu05eau05e7u05d9u05df u05eau05d5u05dbu05e0u05d4 u05e9u05e4u05d5u05eau05d7u05ea u05d0u05ea 8884 u05e2u05dc u05d4u05e9u05e8u05ea"",""project_id"":2,""session_id"":399,""feedback"":"""",""user_id"":143}"
